cust_id,first_name,last_name,phone,gender,addresses,city_name,state_name
923,Mark,Baumbach,1-793-960-0453,m,930 Shawn Ways,Donnietown,Maine
924,Margarette,Kautzer,(335) 358-0533,m,635 Nolan Mill,Cartwrightside,Oklahoma
925,Nada,Gottlieb,996.875.6919,f,7093 Prohaska Ramp,Lannieport,Nevada
926,Corey,Haley,1-423-533-0534,f,630 Orn Village,Desiraetown,Missouri
927,Sanjuana,Kozey,1-266-315-5259,f,7091 Becker Pike,Jamesview,Virginia
928,Yong,Robel,108-281-9056,m,2092 Kermit Stravenue,New Antonette,California
929,Missy,Lind,798.770.5578,m,2413 Kathy Neck,Bernierberg,Arizona
930,Risa,Kling,(383) 380-1369,f,64430 Jamar Fords,Carytown,Michigan
931,Alita,Mitchell,1-308-714-1907,f,620 Funk Road,South Jenelleborough,Rhode Island
932,Abe,Morissette,936.496.8034,f,335 Roob Stream,Domitilaside,Illinois
933,Winifred,Haley,508-346-5475,f,78064 Schaefer Viaduct,East Quinn,Maine
934,Valentin,Champlin,(968) 260-4038,m,700 Lily Tunnel,South Napoleon,New Hampshire
935,Shasta,Swift,(954) 686-8602,f,1830 Bernier Shoals,West Brentonberg,Montana
936,Gail,Leuschke,1-604-865-0157,f,37827 Onie Green,North Victorside,Wisconsin
937,Demetrice,Bosco,(990) 430-1446,f,378 Daniel Isle,East Violeta,Rhode Island
938,Stanley,Stehr,124.728.4364,f,479 Coleen Mill,New Jacquiemouth,New Mexico
939,Irwin,Wisozk,704-278-3518,m,100 Kuphal Shore,Conroymouth,South Carolina
940,Stacy,Muller,356-741-0344,m,513 Anika Path,Monahantown,Oklahoma
941,Nolan,Daniel,938.675.2221,m,9237 Jerde Forges,Lynwoodfort,Alabama
942,Cesar,Kertzmann,404.634.4385,f,740 Marchelle Estates,Melvinchester,North Carolina
943,Nathaniel,Dickinson,807.325.7424,f,3798 Boyle Meadow,New Ozzieborough,Maryland
944,Emogene,Kertzmann,(641) 619-2764,m,51030 Mann Ports,East Pura,Nebraska
945,Darci,Howell,(480) 336-0732,f,7708 Shields Court,Port Ozzie,North Carolina
946,Cornell,Wehner,1-529-869-1964,m,42257 Elliott Park,Lake Ionaberg,Idaho
947,Corinne,Schmeler,876-754-9065,f,7735 Danilo Springs,New Ramiro,Mississippi
948,Denny,Anderson,(606) 555-2138,m,77794 Gulgowski Road,New Geralyn,Washington
949,Francesco,McGlynn,352.743.7117,m,56434 Brent Walks,Genarotown,Utah
950,Eldridge,Dooley,217.321.4496,f,856 Roselyn Trace,Doylefurt,Kansas
951,Izola,Lesch,970.795.6110,f,70908 Stamm Brook,South Corrinnebury,California
952,Erasmo,Gibson,181.248.2360,f,66625 Lueilwitz Corner,East Libbie,Utah
953,Tempie,Waters,(681) 536-9704,f,265 Mraz Light,Andreasstad,New Hampshire
954,Kraig,Haley,370.222.2351,f,31829 Keisha Mount,East Leonardoside,Michigan
955,Quinton,Lindgren,1-974-674-3072,m,154 O'Connell Rue,South Latasha,Kansas
956,Lulu,Kuvalis,537.505.6200,m,26980 Kelley Land,Lenardland,Massachusetts
957,Keitha,Homenick,971.632.2490,m,799 Clark Pines,Brakuston,Oklahoma
958,Marinda,Marvin,(855) 712-8154,m,3402 Kulas Trail,New Elisha,Pennsylvania
959,Oswaldo,Weber,1-966-434-1593,m,3754 Wilton Mountain,Port Caren,Florida
960,Sanford,Kiehn,563.165.8891,f,7007 Connelly Mountains,West Cary,North Dakota
961,Ross,Fritsch,776.352.9134,m,63689 Robert Way,South Delmar,Utah
962,Guillermo,Sauer,502.548.4972,f,422 Miles Loaf,Monicaville,Indiana
963,Ronna,Stamm,1-238-066-3542,f,9954 Randell Common,West Adalbertofurt,Massachusetts
964,Galina,Miller,(348) 268-8892,f,1169 Sarai Brooks,Arnoldoside,Texas
965,Hassan,Macejkovic,(314) 336-7898,f,862 Robel Junction,North Eddiemouth,Idaho
966,Vincent,Hessel,(492) 545-0405,m,1540 Beatty Course,Port Thaddeus,New Jersey
967,Pamela,Stamm,161-879-6143,f,8964 Israel Stravenue,West Errol,Missouri
968,Rich,Purdy,846-411-9999,f,422 Marcelo Springs,Markschester,Florida
969,Noelle,Frami,561-440-4115,f,74042 Conrad Street,East Napoleonview,Indiana
970,Jenniffer,Zemlak,562-518-2119,f,245 Alexis Gardens,East Odelltown,Delaware
971,Jared,Howe,(393) 687-3457,f,6084 Edison Place,Port Betteland,Texas
972,Porter,Denesik,(610) 800-6060,f,2798 Kelley Ford,Cleofurt,Hawaii
973,Lemuel,Renner,1-821-010-0267,m,896 Cartwright Ports,Treutelville,Maine
974,Kassie,Carroll,439-593-8402,m,3484 King Groves,Lake Kentton,Arkansas
975,Danna,Kuvalis,591-729-3212,m,10016 Baumbach Ville,West Shavonmouth,Vermont
976,Pandora,Streich,400.565.1651,m,362 Erwin Lights,South Arliebury,California
977,Darrel,Lemke,791.264.8141,m,86504 Berry Manors,North Ranee,Massachusetts
978,Marna,Abshire,123.328.4158,m,523 Wolff Lake,Lake Arnette,Hawaii
979,Shirl,Waelchi,370-093-1576,f,6604 Alonso Run,Port Janitamouth,Arizona
980,Buddy,Kassulke,665.081.7718,f,332 Gisela Gateway,Stanport,Oregon
981,Walter,Brakus,(122) 219-7167,f,4222 Hand Causeway,Maricelamouth,West Virginia
982,Alec,Collier,(782) 772-0267,f,5781 Rosanna Divide,Lake Stephane,Maine
983,Leilani,Schaefer,881.287.9743,m,7993 Walter Orchard,Nolantown,Georgia
984,Evia,Stark,230-756-8201,f,3394 Teddy Roads,East Magdalene,Wyoming
985,Odell,Stehr,(736) 271-5176,f,878 Arnold Rest,Earleside,Alaska
986,Celesta,Willms,855-823-3342,f,722 Friesen Glens,New Robbie,New York
987,Jackson,Cummerata,(662) 026-7035,f,735 Marty Road,Wmmouth,South Carolina
988,Irving,Toy,(528) 773-7460,m,33329 Lindsey Track,West Alejandro,New Jersey
989,Stanley,O'Conner,1-620-479-7487,f,19207 Schaden Glen,Lake Ahmed,Tennessee
990,Dirk,Sanford,(989) 400-5449,f,70320 O'Keefe Fork,Lake Isaacview,New York
991,Loralee,Luettgen,1-382-315-0148,f,4817 Williamson Causeway,South Kacieborough,Illinois
992,Darron,Hackett,397.046.1792,m,7985 Clay Circles,Creolaton,Louisiana
993,Cleo,Wunsch,553-612-6236,m,1793 Ernesto Lane,Pfannerstillton,Ohio
994,Doyle,Schimmel,738.059.5180,m,1430 Sanford Fort,South Loydburgh,South Dakota
995,Ahmed,Harris,(531) 302-2965,m,4777 Nathanial Plains,Lake Tamishaborough,Rhode Island
996,Dallas,Tremblay,(888) 948-0748,m,1649 Mante Parkways,Jonside,Florida
997,Belinda,Lindgren,(468) 821-5616,m,8240 Marlyn Club,North Lili,Rhode Island
998,Marylin,Schowalter,1-118-201-0233,f,202 Carey Shoal,Creminshire,Rhode Island
999,Carl,Stroman,178.304.6864,f,2382 Denver Haven,East Carlton,Minnesota
1000,Carmen,Boyle,(263) 201-4425,m,52767 Lebsack Way,North Ammiemouth,Montana
1001,Soon,Gibson,250-812-8474,f,6528 Muller Prairie,Claribelville,Michigan
1002,Merlin,Ward,472-512-3263,m,98562 Waters Lodge,New Otha,Missouri
1003,Avelina,Stamm,1-925-088-8926,f,67630 Kristofer Inlet,Brakusborough,West Virginia
1004,Jude,Pacocha,513.213.2791,m,757 Glenn Orchard,Hauckside,West Virginia
1005,Eric,Hammes,945-315-8728,f,321 Cassy Lock,Porfiriohaven,Delaware
1006,Kerry,Tromp,(135) 834-4200,m,7101 Mitchell Mall,Port Coyberg,North Carolina
1007,Rosann,Stoltenberg,402-132-0660,m,320 Nedra Passage,Kochshire,Ohio
1008,Evita,Windler,1-464-140-8968,m,73742 Medhurst Groves,Millsburgh,Idaho
1009,Ossie,Collins,788.620.8519,m,30203 Blick Summit,Guyport,Wisconsin
1010,Louanne,Friesen,(683) 439-6497,f,163 Shonta Ridges,Connellymouth,Rhode Island
1011,Clement,Roberts,1-983-681-7201,m,6006 Bobby Haven,Pearlineshire,West Virginia
1012,Dinorah,Spencer,180.508.5263,m,85533 Bogan Wall,Kuhnshire,Maine
1013,Ahmed,Ratke,424-905-5429,f,17270 Chet Bridge,North Jarod,Louisiana
1014,China,Hintz,1-811-009-5985,f,16296 Louise Turnpike,Turcotteborough,Missouri
1015,Valentine,Dietrich,273-466-3233,f,319 Cliff Ports,Johnstonshire,Kansas
1016,Wendy,Bernhard,(692) 860-9068,m,66896 Lang Cape,Nolanton,West Virginia
1017,Dori,Kertzmann,1-892-894-3957,m,913 Lupe Run,Boylehaven,Wisconsin
1018,Major,Gerlach,1-378-747-0700,m,832 Champlin Mountains,Port Lindseyport,Georgia
1019,Nolan,Reichert,1-716-857-5021,m,61070 Durgan Road,South Eldridge,Ohio
1020,Jeffrey,Doyle,127-141-5887,m,75408 Jeffery Glens,New Ezraport,Delaware
1021,Karl,Kshlerin,190.813.3570,f,685 Hintz Via,North Shani,Maine
1022,Brice,Braun,1-478-211-0440,m,362 James Pass,Gutkowskiside,Hawaii
1023,Theo,Stanton,1-590-026-7977,m,352 Marlo Manor,North Celia,Maine
1024,Adam,Jaskolski,363-880-8997,f,141 Keven Via,New Miltonborough,Maryland
